회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,2024년 매출액(원),sector_tag_en,sector_tag_ko,product_tags_en,product_tags_ko,OpenAI_Info,OpenAI_Hashtags,AI,Robotics,Defense,Environment,Bio,Longevity
와이즈넛,96250,소프트웨어 개발 및 공급업,"검색엔진, 챗봇, 클라우드서비스",2025-01-24,12월,강용성,http://www.wisenut.com/,경기도,"35,172,218,324",Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"와이즈넛(Wisenut)은 인공지능과 빅데이터 기술을 활용하여 다양한 정보 검색 및 분석 솔루션을 제공하는 회사입니다. 주로 기업의 데이터 활용을 극대화할 수 있는 서비스를 개발하며, 검색 엔진과 데이터 마이닝, 자연어 처리 기술에 강점을 가지고 있습니다.

#인공지능 #빅데이터 #정보검색 #데이터분석 #자연어처리 #검색엔진 #지식관리 #AI솔루션",#인공지능 #빅데이터 #정보검색 #데이터분석 #자연어처리 #검색엔진 #지식관리 #AI솔루션,1,0,0,0,0,0
미트박스,475460,기타 정보 서비스업,축산물 도소매 판매 및 중개,2025-01-23,12월,김기봉,http://www.meatbox.co.kr,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"'미트박스'는 신선한 고기를 온라인으로 판매하는 회사로, 고객에게 품질 좋은 육류를 편리하게 제공하는 것을 목표로 하고 있습니다. 다양한 고기 종류와 맞춤형 패키지를 통해 소비자에게 최상의 선택을 제공합니다.

#신선한육류 #온라인쇼핑 #고기패키지 #정기구독 #고기선물세트 #프리미엄고기 #레시피제공",#신선한육류 #온라인쇼핑 #고기패키지 #정기구독 #고기선물세트 #프리미엄고기 #레시피제공,0,0,0,0,0,0
유안타제17호스팩,493790,금융 지원 서비스업,금융 지원 서비스업,2025-01-23,12월,윤원도,,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"유안타제17호스팩은 한국의 스페셜 목적 인수 회사(SPAC)로, 다양한 산업 분야의 기업과 투자 기회를 발굴하여 상장하는 것을 목표로 하고 있습니다. 이 회사는 주로 유망한 스타트업이나 중소기업에 투자하여 그들의 성장을 지원하고, 투자자에게는 좋은 투자 기회를 제공하는 역할을 합니다.

제공하는 제품과 서비스는 다음과 같습니다:
#상장지원 #투자기회 #기업인수 #재무컨설팅 #스타트업지원",#상장지원 #투자기회 #기업인수 #재무컨설팅 #스타트업지원,0,0,0,0,0,0
블랙야크아이앤씨,478560,신발 및 신발 부분품 제조업,"산업용 안전화, 안전복 및 안전용품",2025-01-21,12월,김태효,http://www.blackyakinc.com,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"블랙야크아이앤씨는 아웃도어 브랜드 블랙야크의 자회사로, 다양한 아웃도어 의류와 장비를 설계, 제조 및 판매하는 회사입니다. 이 회사는 품질 높은 제품과 함께 고객의 다양한 요구를 충족시키기 위해 혁신적인 기술과 디자인을 적용하고 있습니다.

#아웃도어의류 #아웃도어장비 #등산용품 #캠핑용품 #패션아이템 #스포츠웨어 #기능성의류 #악세서리",#아웃도어의류 #아웃도어장비 #등산용품 #캠핑용품 #패션아이템 #스포츠웨어 #기능성의류 #악세서리,0,0,0,0,0,0
오션스바이오,332190,의료용 기기 제조업,전자약,2025-01-14,12월,이현웅,,경상남도,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"오션스바이오는 해양 생물 자원을 활용한 바이오 기술을 개발하고, 이를 기반으로 다양한 제품과 서비스를 제공하는 회사입니다. 주로 해양에서 얻은 천연 원료를 활용하여 건강기능식품, 화장품, 및 환경 친화적인 솔루션을 개발하고 있습니다.

#건강기능식품 #화장품 #바이오기술 #해양자원 #환경친화적솔루션",#건강기능식품 #화장품 #바이오기술 #해양자원 #환경친화적솔루션,0,0,0,1,1,0
엠에프씨,432980,기초 의약물질 제조업,원료의약품(API) 및 핵심소재,2024-12-26,12월,"황성관, 서기형(각자 대표이사)",http://www.mfcglobal.co.kr,경기도,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"엠에프씨(MFC)는 첨단 기술을 바탕으로 다양한 산업 분야에 혁신적인 솔루션을 제공하는 회사입니다. 주로 화학, 바이오 및 제약 분야에서 활동하며, 고객의 요구에 맞춘 맞춤형 제품과 서비스를 제공합니다.

#화학제품 #바이오제품 #제약솔루션 #맞춤형서비스 #기술혁신 #산업솔루션",#화학제품 #바이오제품 #제약솔루션 #맞춤형서비스 #기술혁신 #산업솔루션,0,0,0,0,1,0
파인메딕스,387570,의료용 기기 제조업,"인젝터, 스네어, 나이프, 포셉 등 내시경용 시술기구",2024-12-26,12월,"전성우, 김성철",,대구광역시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"파인메딕스는 의료기기 및 헬스케어 솔루션을 개발하는 회사로, 혁신적인 기술을 통해 환자 치료와 관리에 기여하고 있습니다. 이 회사는 다양한 의료 기기와 소프트웨어 솔루션을 제공하여 의료 현장에서의 효율성을 높이고 있습니다.

#의료기기 #헬스케어솔루션 #환자모니터링 #데이터분석 #원격진료 #AI기반의료 #웨어러블기기",#의료기기 #헬스케어솔루션 #환자모니터링 #데이터분석 #원격진료 #AI기반의료 #웨어러블기기,1,0,0,0,1,0
쓰리에이로직스,177900,반도체 제조업,NFC/IoT SoC 및 모듈,2024-12-24,12월,"박광범, 이평한",http://www.3alogics.com/,경기도,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"쓰리에이로직스(3A Logics)는 물류 및 공급망 관리 분야에서 혁신적인 솔루션을 제공하는 회사입니다. 이 회사는 데이터 분석과 인공지능 기술을 활용하여 고객의 물류 효율성을 극대화하고, 비용 절감을 지원하는 다양한 서비스를 개발하고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:

#물류관리시스템 #공급망최적화 #데이터분석솔루션 #AI물류솔루션 #재고관리시스템 #운송관리시스템 #고객맞춤형서비스 #물류자동화 #실시간모니터링",#물류관리시스템 #공급망최적화 #데이터분석솔루션 #AI물류솔루션 #재고관리시스템 #운송관리시스템 #고객맞춤형서비스 #물류자동화 #실시간모니터링,1,0,0,0,0,0
GS피앤엘,499790,기타 금융업,지주회사,2024-12-23,12월,김원식,http://www.gspnl.com,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"GS피앤엘은 GS그룹의 자회사로, 주로 화학 및 에너지 분야에서 다양한 제품과 서비스를 제공하는 회사입니다. 이 회사는 지속 가능한 발전을 목표로 하여 친환경 솔루션을 개발하고, 고객의 요구에 맞춘 다양한 제품을 공급하고 있습니다.

#화학제품 #에너지솔루션 #친환경제품 #산업용소재 #기술서비스",#화학제품 #에너지솔루션 #친환경제품 #산업용소재 #기술서비스,0,0,0,1,0,0
신한제14호스팩,487360,금융 지원 서비스업,금융 지원 서비스업,2024-12-23,12월,정우주,,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"신한제14호스팩은 한국의 특수목적 회사(SPAC)로, 주로 기업 인수합병(M&A) 및 상장 기업을 대상으로 투자하는 회사입니다. SPAC는 기존의 기업을 인수하여 상장시키는 방식으로, 금융 시장에서 기업 가치를 창출하는 역할을 합니다.

이 회사가 제공하는 제품과 서비스는 다음과 같습니다:

#기업인수합병 #상장지원 #투자관리 #자금조달 #재무자문 #시장분석 #전략적투자",#기업인수합병 #상장지원 #투자관리 #자금조달 #재무자문 #시장분석 #전략적투자,0,0,0,0,0,0
유비씨,495810,소프트웨어 개발 및 공급업,"디지털트윈 구현 플랫폼(Flexing CPS, Flexing DT 등)",2024-12-23,12월,조규종,http://uvc.co.kr,경기도,,Information Technology,정보기술,['Computer & IT Services'],['컴퓨터·IT 서비스'],"유비씨는 IT 및 소프트웨어 개발 분야에서 활동하는 기업으로, 다양한 산업에 맞춤형 솔루션과 서비스를 제공합니다. 특히, 클라우드 기반의 데이터 관리와 분석, 인공지능(AI) 기술을 활용한 서비스에 강점을 가지고 있습니다.

제공하는 제품과 서비스는 다음과 같습니다:
#클라우드서비스 #데이터분석 #인공지능솔루션 #모바일앱개발 #소프트웨어개발 #IT컨설팅",#클라우드서비스 #데이터분석 #인공지능솔루션 #모바일앱개발 #소프트웨어개발 #IT컨설팅,1,0,0,0,0,0
창대정밀,368030,특수 목적용 기계 제조업,정밀금형 및 사출품,2024-12-23,12월,"박제현, 박순민",http://www.i-changdae.com/,경기도,,Industrials,산업재,['Other Products'],['기타 제품/서비스'],"창대정밀은 정밀 기계 가공 및 부품 제조 전문 기업으로, 다양한 산업 분야에 필요한 고품질 제품을 제공합니다. 이 회사는 고객의 요구에 맞춘 맞춤형 솔루션을 통해 지속 가능한 성장을 추구하고 있습니다.

#정밀가공 #부품제조 #맞춤형솔루션 #기계부품 #산업용기계 #품질관리 #기술개발",#정밀가공 #부품제조 #맞춤형솔루션 #기계부품 #산업용기계 #품질관리 #기술개발,0,0,0,0,0,0
듀켐바이오,176750,의약품 제조업,방사성의약품,2024-12-20,12월,김상우,http://www.duchembio.com,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"듀켐바이오(DuchemBio)는 생명과학 및 생물의약품 분야에서 연구 및 개발을 전문으로 하는 회사입니다. 이 회사는 혁신적인 바이오 기술을 통해 다양한 건강 관련 솔루션을 제공하고 있습니다.

듀켐바이오가 제공하는 제품과 서비스는 다음과 같습니다:

#바이오의약품 #생명과학연구 #진단키트 #의료기기 #개인 맞춤형 의료 #연구개발 서비스",#바이오의약품 #생명과학연구 #진단키트 #의료기기 #개인 #연구개발,0,0,0,0,1,0
키움제10호스팩,487720,금융 지원 서비스업,기업 인수합병,2024-12-20,12월,김대식,,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"키움제10호스팩은 한국의 스팩(SPAC) 회사로, 주로 상장되지 않은 기업을 인수하여 상장시키는 역할을 합니다. 이를 통해 투자자들에게 새로운 투자 기회를 제공하고, 인수한 회사에는 자본을 지원하여 성장할 수 있는 기회를 제공합니다.

이 회사가 제공하는 제품과 서비스는 다음과 같습니다:

#상장지원 #투자기회 #자본지원 #기업인수 #스팩운영",#상장지원 #투자기회 #자본지원 #기업인수 #스팩운영,0,0,0,0,0,0
에스지헬스케어,398120,의료용 기기 제조업,의료용 영상진단기기,2024-12-19,12월,김정수,http://sghealthcare.com/,경기도,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"에스지헬스케어는 건강 관리 및 헬스케어 솔루션을 제공하는 회사로, 환자와 의료 제공자 간의 효율적인 소통을 돕고, 혁신적인 기술을 통해 건강 관리의 질을 향상시키는 것을 목표로 하고 있습니다. 

에스지헬스케어가 제공하는 제품과 서비스는 다음과 같습니다:

#전자건강기록 #헬스케어앱 #원격의료서비스 #건강관리솔루션 #데이터분석 #의료정보시스템 #환자모니터링 #디지털헬스 #의료진소통툴",#전자건강기록 #헬스케어앱 #원격의료서비스 #건강관리솔루션 #데이터분석 #의료정보시스템 #환자모니터링 #디지털헬스 #의료진소통툴,1,0,0,0,1,0
온코닉테라퓨틱스,476060,자연과학 및 공학 연구개발업,"자큐보정(Zastaprazan, 소화기질환 신약), Nesuparib(표적항암제 신약)",2024-12-19,12월,김존,http://onconic.co.kr,서울특별시,,Industrials,산업재,['Other Products'],['기타 제품/서비스'],"온코닉테라퓨틱스(Onconic Therapeutics)는 암 치료를 위한 혁신적인 치료제를 개발하는 생명공학 회사입니다. 이 회사는 특히 개인 맞춤형 항암 치료에 집중하며, 다양한 암 유형에 대한 효과적인 치료 옵션을 연구하고 있습니다.

온코닉테라퓨틱스가 제공하는 제품과 서비스는 다음과 같습니다:

#항암제 #개인맞춤형치료 #임상시험 #신약개발 #치료옵션 #혁신적치료",#항암제 #개인맞춤형치료 #임상시험 #신약개발 #치료옵션 #혁신적치료,0,0,0,0,1,0
온코크로스,382150,자연과학 및 공학 연구개발업,AI플랫폼 기반 신약개발 용역서비스,2024-12-18,12월,"김이랑, 강지훈 (각자대표)",http://www.oncocross.com/,서울특별시,"91,524,496",Industrials,산업재,['Other Products'],['기타 제품/서비스'],"온코크로스(OncoCROSS)는 암 분야의 혁신적인 진단 및 치료 솔루션을 제공하는 생명공학 회사입니다. 이 회사는 특히 개인 맞춤형 항암 치료를 위한 정밀 진단 기술과 신약 개발에 중점을 두고 있습니다.

온코크로스가 제공하는 제품과 서비스는 다음과 같습니다:

#정밀진단 #개인맞춤형치료 #신약개발 #암검사 #유전자분석 #바이오마커 #임상시험지원",#정밀진단 #개인맞춤형치료 #신약개발 #암검사 #유전자분석 #바이오마커 #임상시험지원,1,0,0,0,1,0
벡트,457600,영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",2024-12-16,12월,유창수,http://vect.co.kr,서울특별시,,Other Industrials,기타산업,['Other Products'],['기타 제품/서비스'],"벡트(Becton, Dickinson and Company, BD)는 의료 기기 및 진단 장비를 전문으로 하는 글로벌 기업입니다. 1897년에 설립된 이 회사는 혁신적인 의료 기술을 통해 환자의 안전과 치료의 질을 향상시키는 것을 목표로 하고 있습니다. 벡트는 주로 혈액 수집, 인슐린 주사기, 진단 테스트 키트 등의 제품을 제공합니다.

벡트가 제공하는 제품과 서비스는 다음과 같습니다:

#혈액수집기 #주사기 #진단키트 #세포배양 #의료기기 #환자안전 #감염관리",#혈액수집기 #주사기 #진단키트 #세포배양 #의료기기 #환자안전 #감염관리,0,0,0,0,1,0
